tank.number,Date.Time,Temp,,,,,,,
1,10/20/19 2:08,27.075,,,,,,,
1,10/20/19 2:38,26.977,,,,,,,
1,10/20/19 3:08,26.977,,,,,,,
1,10/20/19 3:38,26.879,,,,,,,
1,10/20/19 4:08,26.879,,,,,,,
1,10/20/19 4:38,26.781,,,,,,,
1,10/20/19 5:08,26.781,,,,,,,
1,10/20/19 5:38,26.683,,,,,,,
1,10/20/19 6:08,26.683,,,,,,,
1,10/20/19 6:38,26.683,,,,,,,
1,10/20/19 7:08,26.585,,,,,,,
1,10/20/19 7:38,26.585,,,,,,,
1,10/20/19 8:08,26.488,,,,,,,
1,10/20/19 8:38,26.488,,,,,,,
1,10/20/19 9:08,26.39,,,,,,,
1,10/20/19 9:38,26.488,,,,,,,
1,10/20/19 10:08,26.488,,,,,,,
1,10/20/19 10:38,26.488,,,,,,,
1,10/20/19 11:08,26.585,,,,,,,
1,10/20/19 11:38,26.683,,,,,,,
1,10/20/19 12:08,26.781,,,,,,,
1,10/20/19 12:38,26.977,,,,,,,
1,10/20/19 13:08,27.173,,,,,,,
1,10/20/19 13:38,27.37,,,,,,,
1,10/20/19 14:08,27.665,,,,,,,
1,10/20/19 14:38,27.862,,,,,,,
1,10/20/19 15:08,28.06,,,,,,,
1,10/20/19 15:38,28.159,,,,,,,
1,10/20/19 16:08,28.357,,,,,,,
1,10/20/19 16:38,28.456,,,,,,,
1,10/20/19 17:08,28.456,,,,,,,
1,10/20/19 17:38,28.555,,,,,,,
1,10/20/19 18:08,28.555,,,,,,,
1,10/20/19 18:38,28.555,,,,,,,
1,10/20/19 19:08,28.357,,,,,,,
1,10/20/19 19:38,28.258,,,,,,,
1,10/20/19 20:08,28.06,,,,,,,
1,10/20/19 20:38,27.862,,,,,,,
1,10/20/19 21:08,27.764,,,,,,,
1,10/20/19 21:38,27.567,,,,,,,
1,10/20/19 22:08,27.468,,,,,,,
1,10/20/19 22:38,27.272,,,,,,,
1,10/20/19 23:08,27.173,,,,,,,
1,10/20/19 23:38,27.075,,,,,,,
1,10/21/19 0:08,26.977,,,,,,,
1,10/21/19 0:38,26.879,,,,,,,
1,10/21/19 1:08,26.781,,,,,,,
1,10/21/19 1:38,26.683,,,,,,,
1,10/21/19 2:08,26.683,,,,,,,
1,10/21/19 2:38,26.585,,,,,,,
1,10/21/19 3:08,26.585,,,,,,,
1,10/21/19 3:38,26.488,,,,,,,
1,10/21/19 4:08,26.488,,,,,,,
1,10/21/19 4:38,26.39,,,,,,,
1,10/21/19 5:08,26.292,,,,,,,
1,10/21/19 5:38,26.292,,,,,,,
1,10/21/19 6:08,26.292,,,,,,,
1,10/21/19 6:38,26.195,,,,,,,
1,10/21/19 7:08,26.195,,,,,,,
1,10/21/19 7:38,26.097,,,,,,,
1,10/21/19 8:08,26.097,,,,,,,
1,10/21/19 8:38,26.097,,,,,,,
1,10/21/19 9:08,26.097,,,,,,,
1,10/21/19 9:38,26.097,,,,,,,
1,10/21/19 10:08,26.097,,,,,,,
1,10/21/19 10:38,26.195,,,,,,,
1,10/21/19 11:08,26.292,,,,,,,
1,10/21/19 11:38,26.488,,,,,,,
1,10/21/19 12:08,26.683,,,,,,,
1,10/21/19 12:38,26.879,,,,,,,
1,10/21/19 13:08,27.075,,,,,,,
1,10/21/19 13:38,27.173,,,,,,,
1,10/21/19 14:08,27.37,,,,,,,
1,10/21/19 14:38,27.567,,,,,,,
1,10/21/19 15:08,27.764,,,,,,,
1,10/21/19 15:38,27.961,,,,,,,
1,10/21/19 16:08,28.258,,,,,,,
1,10/21/19 16:38,28.357,,,,,,,
1,10/21/19 17:08,28.555,,,,,,,
1,10/21/19 17:38,28.456,,,,,,,
1,10/21/19 18:08,28.258,,,,,,,
1,10/21/19 18:38,28.159,,,,,,,
1,10/21/19 19:08,28.06,,,,,,,
1,10/21/19 19:38,27.862,,,,,,,
1,10/21/19 20:08,27.764,,,,,,,
1,10/21/19 20:38,27.665,,,,,,,
1,10/21/19 21:08,27.567,,,,,,,
1,10/21/19 21:38,27.468,,,,,,,
1,10/21/19 22:08,27.37,,,,,,,
1,10/21/19 22:38,27.272,,,,,,,
1,10/21/19 23:08,27.173,,,,,,,
1,10/21/19 23:38,27.075,,,,,,,
1,10/22/19 0:08,26.977,,,,,,,
1,10/22/19 0:38,26.879,,,,,,,
1,10/22/19 1:08,26.781,,,,,,,
1,10/22/19 1:38,26.683,,,,,,,
1,10/22/19 2:08,26.585,,,,,,,
1,10/22/19 2:38,26.488,,,,,,,
1,10/22/19 3:08,26.39,,,,,,,
1,10/22/19 3:38,26.39,,,,,,,
1,10/22/19 4:08,26.292,,,,,,,
1,10/22/19 4:38,26.292,,,,,,,
1,10/22/19 5:08,26.195,,,,,,,
1,10/22/19 5:38,26.195,,,,,,,
1,10/22/19 6:08,26.097,,,,,,,
1,10/22/19 6:38,26.097,,,,,,,
1,10/22/19 7:08,26,,,,,,,
1,10/22/19 7:38,26,,,,,,,
1,10/22/19 8:08,25.902,,,,,,,
1,10/22/19 8:38,25.902,,,,,,,
1,10/22/19 9:08,25.902,,,,,,,
1,10/22/19 9:38,25.805,,,,,,,
1,10/22/19 10:08,25.902,,,,,,,
1,10/22/19 10:38,26,,,,,,,
1,10/22/19 11:08,26.097,,,,,,,
1,10/22/19 11:38,26.292,,,,,,,
1,10/22/19 12:08,26.585,,,,,,,
1,10/22/19 12:38,26.781,,,,,,,
1,10/22/19 13:08,27.075,,,,,,,
1,10/22/19 13:38,27.272,,,,,,,
1,10/22/19 14:08,27.567,,,,,,,
1,10/22/19 14:38,27.764,,,,,,,
1,10/22/19 15:08,28.06,,,,,,,
1,10/22/19 15:38,28.258,,,,,,,
1,10/22/19 16:08,28.357,,,,,,,
1,10/22/19 16:38,28.456,,,,,,,
1,10/22/19 17:08,28.555,,,,,,,
1,10/22/19 17:38,28.555,,,,,,,
1,10/22/19 18:08,28.456,,,,,,,
1,10/22/19 18:38,28.456,,,,,,,
1,10/22/19 19:08,28.258,,,,,,,
1,10/22/19 19:38,28.258,,,,,,,
1,10/22/19 20:08,28.06,,,,,,,
1,10/22/19 20:38,28.06,,,,,,,
1,10/22/19 21:08,27.862,,,,,,,
1,10/22/19 21:38,27.764,,,,,,,
1,10/22/19 22:08,27.665,,,,,,,
1,10/22/19 22:38,27.567,,,,,,,
1,10/22/19 23:08,27.468,,,,,,,
1,10/22/19 23:38,27.37,,,,,,,
1,10/23/19 0:08,27.272,,,,,,,
1,10/23/19 0:38,27.173,,,,,,,
1,10/23/19 1:08,27.075,,,,,,,
1,10/23/19 1:38,26.977,,,,,,,
1,10/23/19 2:08,26.879,,,,,,,
1,10/23/19 2:38,26.781,,,,,,,
1,10/23/19 3:08,26.683,,,,,,,
1,10/23/19 3:38,26.683,,,,,,,
1,10/23/19 4:08,26.585,,,,,,,
1,10/23/19 4:38,26.488,,,,,,,
1,10/23/19 5:08,26.488,,,,,,,
1,10/23/19 5:38,26.39,,,,,,,
1,10/23/19 6:08,26.39,,,,,,,
1,10/23/19 6:38,26.292,,,,,,,
1,10/23/19 7:08,26.195,,,,,,,
1,10/23/19 7:38,26.195,,,,,,,
1,10/23/19 8:08,26.097,,,,,,,
1,10/23/19 8:38,26.097,,,,,,,
1,10/23/19 9:08,26,,,,,,,
1,10/23/19 9:38,26,,,,,,,
1,10/23/19 10:08,26.097,,,,,,,
1,10/23/19 10:38,26.195,,,,,,,
1,10/23/19 11:08,26.39,,,,,,,
1,10/23/19 11:38,26.488,,,,,,,
1,10/23/19 12:08,26.683,,,,,,,
1,10/23/19 12:38,26.977,,,,,,,
1,10/23/19 13:08,27.173,,,,,,,
1,10/23/19 13:38,27.468,,,,,,,
1,10/23/19 14:08,27.468,,,,,,,
1,10/23/19 14:38,27.764,,,,,,,
1,10/23/19 15:08,28.06,,,,,,,
1,10/23/19 15:38,28.258,,,,,,,
1,10/23/19 16:08,28.456,,,,,,,
1,10/23/19 16:38,28.655,,,,,,,
1,10/23/19 17:08,28.754,,,,,,,
1,10/23/19 17:38,28.754,,,,,,,
1,10/23/19 18:08,28.754,,,,,,,
1,10/23/19 18:38,28.853,,,,,,,
1,10/23/19 19:08,28.754,,,,,,,
1,10/23/19 19:38,28.655,,,,,,,
1,10/23/19 20:08,28.555,,,,,,,
1,10/23/19 20:38,28.357,,,,,,,
1,10/23/19 21:08,28.159,,,,,,,
1,10/23/19 21:38,27.961,,,,,,,
1,10/23/19 22:08,27.862,,,,,,,
1,10/23/19 22:38,27.665,,,,,,,
1,10/23/19 23:08,27.567,,,,,,,
1,10/23/19 23:38,27.468,,,,,,,
1,10/24/19 0:08,27.37,,,,,,,
1,10/24/19 0:38,27.272,,,,,,,
1,10/24/19 1:08,27.075,,,,,,,
1,10/24/19 1:38,26.977,,,,,,,
1,10/24/19 2:08,26.879,,,,,,,
1,10/24/19 2:38,26.781,,,,,,,
1,10/24/19 3:08,26.683,,,,,,,
1,10/24/19 3:38,26.585,,,,,,,
1,10/24/19 4:08,26.488,,,,,,,
1,10/24/19 4:38,26.39,,,,,,,
1,10/24/19 5:08,26.39,,,,,,,
1,10/24/19 5:38,26.292,,,,,,,
1,10/24/19 6:08,26.195,,,,,,,
1,10/24/19 6:38,26.097,,,,,,,
1,10/24/19 7:08,26,,,,,,,
1,10/24/19 7:38,25.902,,,,,,,
1,10/24/19 8:08,25.902,,,,,,,
1,10/24/19 8:38,25.805,,,,,,,
1,10/24/19 9:08,25.805,,,,,,,
1,10/24/19 9:38,25.805,,,,,,,
1,10/24/19 10:08,25.805,,,,,,,
1,10/24/19 10:38,26,,,,,,,
1,10/24/19 11:08,26.195,,,,,,,
1,10/24/19 11:38,26.39,,,,,,,
1,10/24/19 12:08,26.488,,,,,,,
1,10/24/19 12:38,26.879,,,,,,,
1,10/24/19 13:08,27.173,,,,,,,
1,10/24/19 13:38,27.468,,,,,,,
1,10/24/19 14:08,27.665,,,,,,,
1,10/24/19 14:38,27.961,,,,,,,
1,10/24/19 15:08,28.159,,,,,,,
1,10/24/19 15:38,28.357,,,,,,,
1,10/24/19 16:08,28.456,,,,,,,
1,10/24/19 16:38,28.555,,,,,,,
1,10/24/19 17:08,28.655,,,,,,,
1,10/24/19 17:38,28.555,,,,,,,
1,10/24/19 18:08,28.555,,,,,,,
1,10/24/19 18:38,28.555,,,,,,,
1,10/24/19 19:08,28.456,,,,,,,
1,10/24/19 19:38,28.357,,,,,,,
1,10/24/19 20:08,28.159,,,,,,,
1,10/24/19 20:38,27.961,,,,,,,
1,10/24/19 21:08,27.862,,,,,,,
1,10/24/19 21:38,27.665,,,,,,,
1,10/24/19 22:08,27.567,,,,,,,
1,10/24/19 22:38,27.468,,,,,,,
1,10/24/19 23:08,27.272,,,,,,,
1,10/24/19 23:38,27.173,,,,,,,
1,10/25/19 0:08,27.075,,,,,,,
1,10/25/19 0:38,27.075,,,,,,,
1,10/25/19 1:08,26.977,,,,,,,
1,10/25/19 1:38,26.879,,,,,,,
1,10/25/19 2:08,26.781,,,,,,,
1,10/25/19 2:38,26.683,,,,,,,
1,10/25/19 3:08,26.585,,,,,,,
1,10/25/19 3:38,26.488,,,,,,,
1,10/25/19 4:08,26.488,,,,,,,
1,10/25/19 4:38,26.39,,,,,,,
1,10/25/19 5:08,26.292,,,,,,,
1,10/25/19 5:38,26.195,,,,,,,
1,10/25/19 6:08,26.097,,,,,,,
1,10/25/19 6:38,26,,,,,,,
1,10/25/19 7:08,26,,,,,,,
1,10/25/19 7:38,25.902,,,,,,,
1,10/25/19 8:08,25.805,,,,,,,
1,10/25/19 8:38,25.708,,,,,,,
1,10/25/19 9:08,25.708,,,,,,,
1,10/25/19 9:38,25.708,,,,,,,
1,10/25/19 10:08,25.708,,,,,,,
1,10/25/19 10:38,25.902,,,,,,,
1,10/25/19 11:08,26.097,,,,,,,
1,10/25/19 11:38,26.292,,,,,,,
1,10/25/19 12:08,26.39,,,,,,,
1,10/25/19 12:38,26.683,,,,,,,
1,10/25/19 13:08,26.977,,,,,,,
1,10/25/19 13:38,27.272,,,,,,,
1,10/25/19 14:08,27.567,,,,,,,
1,10/25/19 14:38,27.665,,,,,,,
1,10/25/19 15:08,27.665,,,,,,,
1,10/25/19 15:38,28.06,,,,,,,
1,10/25/19 16:08,27.961,,,,,,,
1,10/25/19 16:38,27.961,,,,,,,
1,10/25/19 17:08,28.159,,,,,,,
1,10/25/19 17:38,28.159,,,,,,,
1,10/25/19 18:08,28.258,,,,,,,
1,10/25/19 18:38,28.159,,,,,,,
1,10/25/19 19:08,28.06,,,,,,,
1,10/25/19 19:38,27.961,,,,,,,
1,10/25/19 20:08,27.862,,,,,,,
1,10/25/19 20:38,27.665,,,,,,,
1,10/25/19 21:08,27.567,,,,,,,
1,10/25/19 21:38,27.468,,,,,,,
1,10/25/19 22:08,27.37,,,,,,,
1,10/25/19 22:38,27.272,,,,,,,
1,10/25/19 23:08,27.173,,,,,,,
1,10/25/19 23:38,27.075,,,,,,,
1,10/26/19 0:08,26.977,,,,,,,
1,10/26/19 0:38,26.879,,,,,,,
1,10/26/19 1:08,26.781,,,,,,,
1,10/26/19 1:38,26.683,,,,,,,
1,10/26/19 2:08,26.683,,,,,,,
1,10/26/19 2:38,26.585,,,,,,,
1,10/26/19 3:08,26.488,,,,,,,
1,10/26/19 3:38,26.488,,,,,,,
1,10/26/19 4:08,26.39,,,,,,,
1,10/26/19 4:38,26.39,,,,,,,
1,10/26/19 5:08,26.292,,,,,,,
1,10/26/19 5:38,26.292,,,,,,,
1,10/26/19 6:08,26.195,,,,,,,
1,10/26/19 6:38,26.097,,,,,,,
1,10/26/19 7:08,26.097,,,,,,,
1,10/26/19 7:38,26.097,,,,,,,
1,10/26/19 8:08,26,,,,,,,
1,10/26/19 8:38,25.902,,,,,,,
1,10/26/19 9:08,25.902,,,,,,,
1,10/26/19 9:38,25.902,,,,,,,
1,10/26/19 10:08,26,,,,,,,
1,10/26/19 10:38,26.195,,,,,,,
1,10/26/19 11:08,26.39,,,,,,,
1,10/26/19 11:38,26.585,,,,,,,
1,10/26/19 12:08,26.683,,,,,,,
1,10/26/19 12:38,26.977,,,,,,,
1,10/26/19 13:08,27.272,,,,,,,
1,10/26/19 13:38,27.567,,,,,,,
1,10/26/19 14:08,27.862,,,,,,,
1,10/26/19 14:38,28.06,,,,,,,
1,10/26/19 15:08,28.357,,,,,,,
1,10/26/19 15:38,28.456,,,,,,,
1,10/26/19 16:08,28.655,,,,,,,
1,10/26/19 16:38,28.853,,,,,,,
1,10/26/19 17:08,28.953,,,,,,,
1,10/26/19 17:38,28.853,,,,,,,
1,10/26/19 18:08,28.953,,,,,,,
1,10/26/19 18:38,28.953,,,,,,,
1,10/26/19 19:08,28.953,,,,,,,
1,10/26/19 19:38,28.754,,,,,,,
1,10/26/19 20:08,28.655,,,,,,,
1,10/26/19 20:38,28.456,,,,,,,
1,10/26/19 21:08,28.357,,,,,,,
1,10/26/19 21:38,28.159,,,,,,,
1,10/26/19 22:08,28.06,,,,,,,
1,10/26/19 22:38,27.862,,,,,26.90514266,1.007768243,0.037688395
1,10/26/19 23:08,27.764,,,,,,,
1,10/26/19 23:38,27.665,,,,,,,
1,10/27/19 0:08,27.567,,,,,,,
1,10/27/19 0:38,27.37,,,,,,C2 to C716,
1,10/27/19 1:08,27.272,,,,,,,
1,10/27/19 1:38,27.173,,,,,,,
1,10/27/19 2:08,27.075,,,,,,,
1,10/27/19 2:38,26.977,,,,,,,
1,10/27/19 3:08,26.879,,,,,,,
1,10/27/19 3:38,26.781,,,,,,,
1,10/27/19 4:08,26.683,,,,,,,
1,10/27/19 4:38,26.683,,,,,,,
1,10/27/19 5:08,26.585,,,,,,,
1,10/27/19 5:38,26.488,,,,,,,
1,10/27/19 6:08,26.39,,,,,,,
1,10/27/19 6:38,26.292,,,,,,,
1,10/27/19 7:08,26.292,,,,,,,
1,10/27/19 7:38,26.195,,,,,,,
1,10/27/19 8:08,26.097,,,,,,,
1,10/27/19 8:38,26.097,,,,,,,
1,10/27/19 9:08,26,,,,,,,
1,10/27/19 9:38,26.097,,,,,,,
1,10/27/19 10:08,26.097,,,,,,,
1,10/27/19 10:38,26.39,,,,,,,
1,10/27/19 11:08,26.585,,,,,,,
1,10/27/19 11:38,26.781,,,,,,,
1,10/27/19 12:08,21.951,,,,,,,
1,10/27/19 12:29,,,,,,,,
1,10/27/19 12:29,,,,,,,,