"","individual.ID","temp.Cat","treatment","Temp.C","umol.chl.ug.hr","rate.type","light_dark","fragment.ID"
"774","PV15",36,"enriched",35.8769183673469,52.9972822244123,"NP","light","PV15_L"
"775","PV16",36,"enriched",35.900387755102,18.7451934208676,"NP","light","PV16_L"
"776","PV26",36,"control",35.8152040816327,5.79698336651644,"NP","light","PV26_L"
"777","PV27",36,"control",35.6732708333333,7.33888776265029,"NP","light","PV27_L"
"778","PV28",36,"control",35.7540408163265,-2.00411999332676,"NP","light","PV28_L"
"779","PV31",36,"control",35.90125,41.0693460405833,"NP","light","PV31_L"
"782","PV12",37,"enriched",36.8368979591837,3.71974787283262,"NP","light","PV12_L"
"783","PV14",37,"enriched",37.0195102040816,11.5458731510596,"NP","light","PV14_L"
"784","PV15",37,"enriched",37.0471428571429,15.74014293628,"NP","light","PV15_L"
"785","PV16",37,"enriched",37.1678571428571,5.67557554380106,"NP","light","PV16_L"
"786","PV26",37,"control",36.8794693877551,-12.6813726470942,"NP","light","PV26_L"
"787","PV27",37,"control",36.800306122449,-17.1234596469095,"NP","light","PV27_L"
"788","PV28",37,"control",37.0409795918367,-7.52422768010872,"NP","light","PV28_L"
"789","PV31",37,"control",37.1414489795918,-30.9829663026362,"NP","light","PV31_L"
"1","PV1",20,"enriched",20.107,46.92647408396,"GP","light","PV1_L"
"2","PV1",22,"enriched",21.9733979591837,58.9904812931754,"GP","light","PV1_L"
"311","PV1",24,"enriched",23.9816326530613,64.0858109039417,"GP","light","PV1_L"
"410","PV1",28,"enriched",28.0501536989796,73.2280499352021,"GP","light","PV1_L"
"510","PV1",30,"enriched",30.0034489795918,70.8173951691283,"GP","light","PV1_L"
"610","PV1",32,"enriched",31.8834840200231,66.3834085921692,"GP","light","PV1_L"
"710","PV1",34,"enriched",33.8564387755102,58.8787510239021,"GP","light","PV1_L"
"810","PV1",36,"enriched",35.6607908163266,44.4732190645054,"GP","light","PV1_L"
"910","PV1",37,"enriched",36.7656632653061,26.3177257700694,"GP","light","PV1_L"
"1010","PV10",20,"enriched",20.2224081632653,32.3281461975828,"GP","light","PV10_L"
"11","PV10",22,"enriched",22.1223775510204,38.0313514279402,"GP","light","PV10_L"
"12","PV10",24,"enriched",24.2132642857143,39.7729900038265,"GP","light","PV10_L"
"1310","PV10",28,"enriched",28.1740393877551,43.4461942867341,"GP","light","PV10_L"
"1410","PV10",30,"enriched",30.0114387755102,45.7514526496575,"GP","light","PV10_L"
"1510","PV10",32,"enriched",31.9101428571429,45.4956948038602,"GP","light","PV10_L"
"1610","PV10",34,"enriched",33.963387755102,45.066757282319,"GP","light","PV10_L"
"1710","PV10",36,"enriched",36.1273979591837,34.0310356864586,"GP","light","PV10_L"
"1810","PV10",37,"enriched",36.8842002551021,19.8266782021499,"GP","light","PV10_L"
"1910","PV11",20,"enriched",20.2182375510204,57.1247474121688,"GP","light","PV11_L"
"2010","PV11",22,"enriched",22.0650612244898,70.5043092197487,"GP","light","PV11_L"
"21","PV11",24,"enriched",24.0925714285714,83.9677485886867,"GP","light","PV11_L"
"22","PV11",28,"enriched",28.2453775510205,89.0052397152195,"GP","light","PV11_L"
"2310","PV11",30,"enriched",30.0879332653061,82.7332228307663,"GP","light","PV11_L"
"2410","PV11",32,"enriched",31.9753163265306,79.3270574347385,"GP","light","PV11_L"
"2510","PV11",34,"enriched",34.0283979591837,70.8493817388019,"GP","light","PV11_L"
"2610","PV11",36,"enriched",35.9392187755102,56.8128073650449,"GP","light","PV11_L"
"2710","PV11",37,"enriched",36.8356734693877,31.9760931635022,"GP","light","PV11_L"
"2810","PV12",20,"enriched",20.0942755102041,33.9395127257688,"GP","light","PV12_L"
"291","PV12",22,"enriched",21.9310510204081,37.5007117199748,"GP","light","PV12_L"
"301","PV12",24,"enriched",23.9619081632653,40.4647261783817,"GP","light","PV12_L"
"31","PV12",28,"enriched",28.0471075510204,45.0131760092437,"GP","light","PV12_L"
"32","PV12",30,"enriched",30.004568877551,46.1357046634878,"GP","light","PV12_L"
"331","PV12",32,"enriched",31.8726020408163,44.9552270804478,"GP","light","PV12_L"
"341","PV12",34,"enriched",33.7710157312926,43.7461203292894,"GP","light","PV12_L"
"351","PV12",36,"enriched",35.737263380824,36.3962837114052,"GP","light","PV12_L"
"361","PV12",37,"enriched",36.7967346938776,21.1929943065276,"GP","light","PV12_L"
"371","PV13",20,"enriched",20.184581632653,29.3124946245509,"GP","light","PV13_L"
"381","PV13",22,"enriched",22.055387755102,37.3332012480148,"GP","light","PV13_L"
"391","PV13",24,"enriched",24.0764795918368,41.8850719477246,"GP","light","PV13_L"
"401","PV13",28,"enriched",28.1439081632654,49.7019136850557,"GP","light","PV13_L"
"41","PV13",30,"enriched",30.0012755102041,49.8041594097805,"GP","light","PV13_L"
"42","PV13",32,"enriched",31.9564642857143,46.8951014533642,"GP","light","PV13_L"
"431","PV13",34,"enriched",34.0262653061225,45.5348515963335,"GP","light","PV13_L"
"441","PV13",36,"enriched",35.981506377551,35.3193329209863,"GP","light","PV13_L"
"451","PV13",37,"enriched",36.9018265306123,21.4409736697257,"GP","light","PV13_L"
"461","PV14",20,"enriched",20.1665863095238,59.9300940054409,"GP","light","PV14_L"
"471","PV14",22,"enriched",22.1673775510204,64.5592704022662,"GP","light","PV14_L"
"481","PV14",24,"enriched",24.0299855442177,76.0391636334583,"GP","light","PV14_L"
"491","PV14",28,"enriched",28.0115681632653,86.617989606051,"GP","light","PV14_L"
"501","PV14",30,"enriched",30.0584630102041,91.744125512708,"GP","light","PV14_L"
"51","PV14",32,"enriched",32.0178367346939,89.8271997521564,"GP","light","PV14_L"
"52","PV14",34,"enriched",33.8608675595238,79.590541261783,"GP","light","PV14_L"
"531","PV14",36,"enriched",35.7554654088051,74.0674640424127,"GP","light","PV14_L"
"541","PV14",37,"enriched",36.8911020408163,44.0703302813428,"GP","light","PV14_L"
"551","PV15",20,"enriched",20.1245204081633,129.087652103229,"GP","light","PV15_L"
"561","PV15",22,"enriched",22.1865612244898,149.754557913577,"GP","light","PV15_L"
"571","PV15",24,"enriched",23.9246107568027,166.600546238027,"GP","light","PV15_L"
"581","PV15",28,"enriched",27.9221534693878,180.659906213192,"GP","light","PV15_L"
"591","PV15",30,"enriched",30.0280408163266,181.086989692862,"GP","light","PV15_L"
"601","PV15",32,"enriched",31.9421428571429,165.840493342751,"GP","light","PV15_L"
"61","PV15",34,"enriched",33.7808454506803,168.929497477631,"GP","light","PV15_L"
"62","PV15",36,"enriched",35.8855063534848,138.733702905943,"GP","light","PV15_L"
"631","PV15",37,"enriched",36.9013571428572,89.2186417466733,"GP","light","PV15_L"
"641","PV16",20,"enriched",20.2508367346938,32.6020517702481,"GP","light","PV16_L"
"651","PV16",22,"enriched",22.2617346938775,40.8096621638867,"GP","light","PV16_L"
"661","PV16",24,"enriched",24.0847448979592,44.121182725098,"GP","light","PV16_L"
"671","PV16",28,"enriched",28.0373569387755,49.8302596946461,"GP","light","PV16_L"
"681","PV16",30,"enriched",30.0959387755102,50.3613483287912,"GP","light","PV16_L"
"691","PV16",32,"enriched",32.125306122449,40.6099651253351,"GP","light","PV16_L"
"701","PV16",34,"enriched",33.8476543367347,36.2096143125579,"GP","light","PV16_L"
"71","PV16",36,"enriched",35.7371844435888,31.8806268081337,"GP","light","PV16_L"
"72","PV16",37,"enriched",37.0140612244898,16.6914294866704,"GP","light","PV16_L"
"731","PV17",20,"control",20.1704081632653,82.1962107772872,"GP","light","PV17_L"
"741","PV17",22,"control",22.0408571428571,100.810603007248,"GP","light","PV17_L"
"751","PV17",24,"control",24.0612346938776,124.115443907253,"GP","light","PV17_L"
"761","PV17",28,"control",28.0956632653061,144.592763014115,"GP","light","PV17_L"
"771","PV17",30,"control",30.0270918367347,139.961786309645,"GP","light","PV17_L"
"781","PV17",32,"control",31.9801952003024,129.926014154574,"GP","light","PV17_L"
"791","PV17",34,"control",33.9034693877551,121.007247823309,"GP","light","PV17_L"
"801","PV17",36,"control",35.8342346938775,90.6058208586241,"GP","light","PV17_L"
"81","PV17",37,"control",36.8785102040816,45.8957406376954,"GP","light","PV17_L"
"82","PV18",20,"control",20.1475102040816,37.7235593574689,"GP","light","PV18_L"
"831","PV18",22,"control",22.0953571428571,48.2970691078713,"GP","light","PV18_L"
"841","PV18",24,"control",24.2082916326531,53.4154239747109,"GP","light","PV18_L"
"851","PV18",28,"control",28.0956718367347,67.5836803579246,"GP","light","PV18_L"
"861","PV18",30,"control",29.9957551020408,68.8291804854932,"GP","light","PV18_L"
"871","PV18",32,"control",31.8622346938776,70.936681686868,"GP","light","PV18_L"
"881","PV18",34,"control",33.9261326530612,65.6840480246596,"GP","light","PV18_L"
"891","PV18",36,"control",36.0603265306122,37.0892640508523,"GP","light","PV18_L"
"901","PV18",37,"control",36.8908698979592,15.0402785961425,"GP","light","PV18_L"
"91","PV19",20,"control",20.1662040816326,28.5447225288262,"GP","light","PV19_L"
"92","PV19",22,"control",22.0421836734694,33.9508783155744,"GP","light","PV19_L"
"931","PV19",24,"control",24.0886530612245,42.097331239372,"GP","light","PV19_L"
"941","PV19",28,"control",28.1143673469387,53.9114503471537,"GP","light","PV19_L"
"951","PV19",30,"control",30.0780816326531,51.7159069314442,"GP","light","PV19_L"
"961","PV19",32,"control",31.9915944822373,49.0584448429664,"GP","light","PV19_L"
"971","PV19",34,"control",34.1024591836735,45.1580471139732,"GP","light","PV19_L"
"981","PV19",36,"control",36.0674910714285,23.6917839527539,"GP","light","PV19_L"
"991","PV19",37,"control",36.9377959183673,7.32455481633169,"GP","light","PV19_L"
"1001","PV2",20,"enriched",20.1345408163265,46.0360216727316,"GP","light","PV2_L"
"101","PV2",22,"enriched",21.963806122449,53.2862144711803,"GP","light","PV2_L"
"102","PV2",24,"enriched",24.0310612244898,59.7572477150338,"GP","light","PV2_L"
"1031","PV2",28,"enriched",28.0917551020408,73.3170048004642,"GP","light","PV2_L"
"1041","PV2",30,"enriched",29.9888163265306,77.7720892594186,"GP","light","PV2_L"
"1051","PV2",32,"enriched",31.9107329931973,79.6536917121918,"GP","light","PV2_L"
"1061","PV2",34,"enriched",34.0693877551021,74.0812409760274,"GP","light","PV2_L"
"1071","PV2",36,"enriched",35.8771964285715,57.9083366504708,"GP","light","PV2_L"
"1081","PV2",37,"enriched",36.8317346938776,33.6362750280787,"GP","light","PV2_L"
"1091","PV20",20,"control",20.0555,51.9752171181896,"GP","light","PV20_L"
"1101","PV20",22,"control",22.1048775510204,62.734452984341,"GP","light","PV20_L"
"111","PV20",24,"control",24.1456320408163,74.6096333409544,"GP","light","PV20_L"
"112","PV20",28,"control",28.0660640816327,92.4778513109427,"GP","light","PV20_L"
"1131","PV20",30,"control",29.9369693877551,81.3660088375733,"GP","light","PV20_L"
"1141","PV20",32,"control",31.8448673469387,90.6699320958796,"GP","light","PV20_L"
"1151","PV20",34,"control",33.9605,89.545127978934,"GP","light","PV20_L"
"1161","PV20",36,"control",35.9829897959183,69.4538909531334,"GP","light","PV20_L"
"1171","PV20",37,"control",36.9688696853741,23.0010797248003,"GP","light","PV20_L"
"1181","PV21",20,"control",20.2975369387755,30.3461350797416,"GP","light","PV21_L"
"1191","PV21",22,"control",22.0931224489796,32.4813285411999,"GP","light","PV21_L"
"1201","PV21",24,"control",24.1451632653062,42.4663652783079,"GP","light","PV21_L"
"121","PV21",28,"control",28.2049183673469,52.678907751284,"GP","light","PV21_L"
"122","PV21",30,"control",30.0547328931573,51.6817393131128,"GP","light","PV21_L"
"1231","PV21",32,"control",31.9863265306122,51.2099947182162,"GP","light","PV21_L"
"1241","PV21",34,"control",33.9966224489796,44.5982908440087,"GP","light","PV21_L"
"1251","PV21",36,"control",36.0705302040816,25.4252026924937,"GP","light","PV21_L"
"1261","PV21",37,"control",36.9178163265307,9.77145017104693,"GP","light","PV21_L"
"1271","PV22",20,"control",20.1874081632654,28.4044630449911,"GP","light","PV22_L"
"1281","PV22",22,"control",22.1105918367347,34.782984177184,"GP","light","PV22_L"
"1291","PV22",24,"control",24.2305018367347,39.2119466302319,"GP","light","PV22_L"
"1301","PV22",28,"control",28.1182748979592,48.1245975474426,"GP","light","PV22_L"
"131","PV22",30,"control",30.0466326530612,45.1596674093774,"GP","light","PV22_L"
"132","PV22",32,"control",31.9538265306123,47.2325759791435,"GP","light","PV22_L"
"1331","PV22",34,"control",33.9398775510205,41.4176310004277,"GP","light","PV22_L"
"1341","PV22",36,"control",36.1816785714285,28.8662780540184,"GP","light","PV22_L"
"1351","PV22",37,"control",37.0301857993197,16.6829892416399,"GP","light","PV22_L"
"1361","PV23",20,"control",20.0608265306122,24.6826611144454,"GP","light","PV23_L"
"1371","PV23",22,"control",21.959,34.849228358596,"GP","light","PV23_L"
"1381","PV23",24,"control",23.9521122448979,40.6397714038477,"GP","light","PV23_L"
"1391","PV23",28,"control",28.0661339285714,52.0899934164034,"GP","light","PV23_L"
"1401","PV23",30,"control",29.9726530612245,52.5207877601161,"GP","light","PV23_L"
"141","PV23",32,"control",31.84248787062,50.8099179635567,"GP","light","PV23_L"
"142","PV23",34,"control",33.8873265306122,41.6389773762984,"GP","light","PV23_L"
"1431","PV23",36,"control",35.8560382653061,31.3621723484947,"GP","light","PV23_L"
"1441","PV23",37,"control",36.7766836734694,14.1587220077902,"GP","light","PV23_L"
"1451","PV24",20,"control",20.1449897959183,24.4621974060558,"GP","light","PV24_L"
"1461","PV24",22,"control",22.0337040816326,28.7731923775702,"GP","light","PV24_L"
"1471","PV24",24,"control",24.1796871428572,31.8507608155564,"GP","light","PV24_L"
"1481","PV24",28,"control",28.0661387755102,37.7993542359972,"GP","light","PV24_L"
"1491","PV24",30,"control",30.0208571428571,40.1967530661832,"GP","light","PV24_L"
"1501","PV24",32,"control",31.9181326530612,37.4491589598005,"GP","light","PV24_L"
"151","PV24",34,"control",33.9216836734694,39.0182254173566,"GP","light","PV24_L"
"152","PV24",36,"control",35.9830510204082,26.3769362536802,"GP","light","PV24_L"
"1531","PV24",37,"control",36.8511989795918,10.0919973396075,"GP","light","PV24_L"
"1541","PV25",20,"control",20.2825102040816,22.2983052677018,"GP","light","PV25_L"
"1551","PV25",22,"control",22.0074081632653,28.9999765980243,"GP","light","PV25_L"
"1561","PV25",24,"control",24.0867551020409,32.2361086973717,"GP","light","PV25_L"
"1571","PV25",28,"control",28.1624795918367,38.7884772483353,"GP","light","PV25_L"
"1581","PV25",30,"control",30.062,38.1249220501651,"GP","light","PV25_L"
"1591","PV25",32,"control",31.9599077853363,38.727033941743,"GP","light","PV25_L"
"1601","PV25",34,"control",34.1343061224489,38.1696124500444,"GP","light","PV25_L"
"161","PV25",36,"control",36.0650165816326,29.3808267863263,"GP","light","PV25_L"
"162","PV25",37,"control",36.9621836734694,17.7924364074858,"GP","light","PV25_L"
"1631","PV26",20,"control",20.2268003826531,33.681574554374,"GP","light","PV26_L"
"1641","PV26",22,"control",22.0502448979592,46.0951246441793,"GP","light","PV26_L"
"1651","PV26",24,"control",24.0786454081632,65.0284937073218,"GP","light","PV26_L"
"1661","PV26",28,"control",27.952801632653,72.1499485670981,"GP","light","PV26_L"
"1671","PV26",30,"control",30.0992455357143,68.7279524706655,"GP","light","PV26_L"
"1681","PV26",32,"control",32.0483469387755,67.2335907119018,"GP","light","PV26_L"
"1691","PV26",34,"control",33.845243835034,59.05558030348,"GP","light","PV26_L"
"1701","PV26",36,"control",35.8352907200616,36.8655117577505,"GP","light","PV26_L"
"171","PV26",37,"control",36.8645510204082,13.7856292816961,"GP","light","PV26_L"
"172","PV27",20,"control",20.1785114795918,87.8159550365949,"GP","light","PV27_L"
"1731","PV27",22,"control",22.1157857142857,99.6399192990408,"GP","light","PV27_L"
"1741","PV27",24,"control",23.9978656462585,114.8120864536,"GP","light","PV27_L"
"1751","PV27",28,"control",28.0327369387755,143.846981897498,"GP","light","PV27_L"
"1761","PV27",30,"control",30.0557448979592,139.673498056305,"GP","light","PV27_L"
"1771","PV27",32,"control",32.0009387755102,145.164918540569,"GP","light","PV27_L"
"1781","PV27",34,"control",33.8350865221089,139.199451872337,"GP","light","PV27_L"
"1791","PV27",36,"control",35.8655222091195,103.955419747676,"GP","light","PV27_L"
"1801","PV27",37,"control",36.9161428571429,68.3383007319296,"GP","light","PV27_L"
"181","PV28",20,"control",20.0950408163265,17.2256522486587,"GP","light","PV28_L"
"182","PV28",22,"control",21.8991020408164,18.0918017154804,"GP","light","PV28_L"
"1831","PV28",24,"control",23.896612244898,21.2132482601416,"GP","light","PV28_L"
"1841","PV28",28,"control",27.933611632653,29.3104682645665,"GP","light","PV28_L"
"1851","PV28",30,"control",29.9622480867347,28.1973357348068,"GP","light","PV28_L"
"1861","PV28",32,"control",31.9195204081633,31.6877450658533,"GP","light","PV28_L"
"1871","PV28",34,"control",33.7863737244898,28.5504931416972,"GP","light","PV28_L"
"1881","PV28",36,"control",35.6707185213708,24.9675568353701,"GP","light","PV28_L"
"1891","PV28",37,"control",36.809887755102,16.2387358773083,"GP","light","PV28_L"
"1901","PV29",20,"control",20.1735389795919,110.753875193071,"GP","light","PV29_L"
"191","PV29",22,"control",22.1773673469388,112.966427678761,"GP","light","PV29_L"
"192","PV29",24,"control",24.0920204081633,127.537194404995,"GP","light","PV29_L"
"1931","PV29",28,"control",28.1885,113.578995954038,"GP","light","PV29_L"
"1941","PV29",30,"control",30.043455782313,139.030356043043,"GP","light","PV29_L"
"1951","PV29",32,"control",31.9440510204082,134.051733655771,"GP","light","PV29_L"
"1961","PV29",34,"control",34.0454489795919,119.494931275877,"GP","light","PV29_L"
"1971","PV29",36,"control",35.9860277551021,83.8077267757406,"GP","light","PV29_L"
"1981","PV29",37,"control",36.8957653061225,26.1696918268067,"GP","light","PV29_L"
"1991","PV3",20,"enriched",20.2039351020408,50.5685798203888,"GP","light","PV3_L"
"2001","PV3",22,"enriched",22.1796326530612,52.0126065123914,"GP","light","PV3_L"
"201","PV3",24,"enriched",24.0908367346939,61.0183688485383,"GP","light","PV3_L"
"202","PV3",28,"enriched",28.2027448979592,72.4991278251336,"GP","light","PV3_L"
"2031","PV3",30,"enriched",30.0793555422169,71.7822730772503,"GP","light","PV3_L"
"2041","PV3",32,"enriched",31.912,70.4321362717844,"GP","light","PV3_L"
"2051","PV3",34,"enriched",34.026887755102,69.3002217637635,"GP","light","PV3_L"
"2061","PV3",36,"enriched",35.8978742857143,50.5994166358297,"GP","light","PV3_L"
"2071","PV3",37,"enriched",36.817,34.6838210496621,"GP","light","PV3_L"
"2081","PV30",20,"control",20.0537571428572,98.4955401529997,"GP","light","PV30_L"
"2091","PV30",22,"control",22.1008469387756,101.027857556077,"GP","light","PV30_L"
"2101","PV30",24,"control",24.0910510204082,128.481909998142,"GP","light","PV30_L"
"211","PV30",28,"control",28.2112653061224,166.107529310542,"GP","light","PV30_L"
"212","PV30",30,"control",30.0762230612245,165.7398616252,"GP","light","PV30_L"
"2131","PV30",32,"control",31.9887857142857,159.323905340636,"GP","light","PV30_L"
"2141","PV30",34,"control",34.0536224489796,134.320951598161,"GP","light","PV30_L"
"2151","PV30",36,"control",35.9513479591837,90.4490834731842,"GP","light","PV30_L"
"2161","PV30",37,"control",36.9452959183673,44.8944215418892,"GP","light","PV30_L"
"2171","PV31",20,"control",20.1884404761905,147.477596812783,"GP","light","PV31_L"
"2181","PV31",22,"control",22.1149489795919,180.797076022325,"GP","light","PV31_L"
"2191","PV31",24,"control",24.040050170068,211.943992033723,"GP","light","PV31_L"
"2201","PV31",28,"control",28.0723775510204,261.311258600139,"GP","light","PV31_L"
"221","PV31",30,"control",30.1042244897959,256.503136542282,"GP","light","PV31_L"
"222","PV31",32,"control",32.058081632653,257.047007552866,"GP","light","PV31_L"
"2231","PV31",34,"control",33.8702729591837,232.361783966494,"GP","light","PV31_L"
"2241","PV31",36,"control",35.8340306603774,166.156071317408,"GP","light","PV31_L"
"2251","PV31",37,"control",36.9702959183673,75.4869327366422,"GP","light","PV31_L"
"2261","PV32",20,"control",19.9800134693877,51.7557103122023,"GP","light","PV32_L"
"2271","PV32",22,"control",21.9574897959183,55.1376801604525,"GP","light","PV32_L"
"2281","PV32",24,"control",23.9370714285714,66.6496628668923,"GP","light","PV32_L"
"2291","PV32",28,"control",28.0576122448979,77.8811870889078,"GP","light","PV32_L"
"2301","PV32",30,"control",29.8472843137255,75.0725549635108,"GP","light","PV32_L"
"231","PV32",32,"control",31.8066836734694,76.226900882795,"GP","light","PV32_L"
"232","PV32",34,"control",33.8415714285714,70.4819171095648,"GP","light","PV32_L"
"2331","PV32",36,"control",35.795896122449,51.7554192117716,"GP","light","PV32_L"
"2341","PV32",37,"control",36.568581632653,34.0010694989833,"GP","light","PV32_L"
"2351","PV4",20,"enriched",20.2468265306123,23.458916094949,"GP","light","PV4_L"
"2361","PV4",22,"enriched",22.1309795918367,42.90543884642,"GP","light","PV4_L"
"2371","PV4",24,"enriched",24.2125318367347,44.6244327769394,"GP","light","PV4_L"
"2381","PV4",28,"enriched",28.10713,54.5441203151838,"GP","light","PV4_L"
"2391","PV4",30,"enriched",30.0349591836735,52.7007422086312,"GP","light","PV4_L"
"2401","PV4",32,"enriched",31.8778367346939,52.0415847149743,"GP","light","PV4_L"
"241","PV4",34,"enriched",33.9924387755102,48.8997729414927,"GP","light","PV4_L"
"242","PV4",36,"enriched",36.0999591836735,30.6987316619019,"GP","light","PV4_L"
"2431","PV4",37,"enriched",36.9830769557824,8.71069033188206,"GP","light","PV4_L"
"2441","PV5",20,"enriched",20.258387755102,58.0010279462541,"GP","light","PV5_L"
"2451","PV5",22,"enriched",22.1699387755102,78.1310567768206,"GP","light","PV5_L"
"2461","PV5",24,"enriched",24.2233948979592,81.7269661258104,"GP","light","PV5_L"
"2471","PV5",28,"enriched",28.1138244897959,81.3475216626485,"GP","light","PV5_L"
"2481","PV5",30,"enriched",30.0379795918368,81.5114552505998,"GP","light","PV5_L"
"2491","PV5",32,"enriched",31.9228775510204,80.9003054618118,"GP","light","PV5_L"
"2501","PV5",34,"enriched",33.9607959183674,74.6314472514863,"GP","light","PV5_L"
"251","PV5",36,"enriched",36.1109081632653,52.3878127773661,"GP","light","PV5_L"
"252","PV5",37,"enriched",36.9270274234694,25.3523660406595,"GP","light","PV5_L"
"2531","PV6",20,"enriched",20.1188934693877,131.270869263551,"GP","light","PV6_L"
"2541","PV6",22,"enriched",22.0647551020408,157.579775784023,"GP","light","PV6_L"
"2551","PV6",24,"enriched",24.0555714285714,189.695127439786,"GP","light","PV6_L"
"2561","PV6",28,"enriched",28.1226530612245,215.695839243886,"GP","light","PV6_L"
"2571","PV6",30,"enriched",29.9791888755502,228.740145878299,"GP","light","PV6_L"
"2581","PV6",32,"enriched",31.8992244897959,214.443971036497,"GP","light","PV6_L"
"2591","PV6",34,"enriched",33.9442653061224,208.827410151404,"GP","light","PV6_L"
"2601","PV6",36,"enriched",35.8854808163265,158.657293410422,"GP","light","PV6_L"
"261","PV6",37,"enriched",36.8586428571429,94.0685441258474,"GP","light","PV6_L"
"262","PV7",20,"enriched",19.9864081632653,64.7111593525416,"GP","light","PV7_L"
"2631","PV7",22,"enriched",21.7592040816326,82.7631629216219,"GP","light","PV7_L"
"2641","PV7",24,"enriched",23.8900204081632,91.1495276204334,"GP","light","PV7_L"
"2651","PV7",28,"enriched",27.9345510204082,102.409243575029,"GP","light","PV7_L"
"2661","PV7",30,"enriched",29.8574285714285,103.103306515653,"GP","light","PV7_L"
"2671","PV7",32,"enriched",31.8016572184429,99.7734547222492,"GP","light","PV7_L"
"2681","PV7",34,"enriched",33.8348469387755,82.1304824800276,"GP","light","PV7_L"
"2691","PV7",36,"enriched",35.8369221938775,68.9322366756199,"GP","light","PV7_L"
"2701","PV7",37,"enriched",36.7124693877551,36.2253092168513,"GP","light","PV7_L"
"271","PV8",20,"enriched",20.174951632653,140.446669726933,"GP","light","PV8_L"
"272","PV8",22,"enriched",22.199112244898,168.140321142085,"GP","light","PV8_L"
"2731","PV8",24,"enriched",24.1415612244898,211.547218639245,"GP","light","PV8_L"
"2741","PV8",28,"enriched",28.3381020408164,194.546644217783,"GP","light","PV8_L"
"2751","PV8",30,"enriched",30.0633101240496,236.643437133883,"GP","light","PV8_L"
"2761","PV8",32,"enriched",32.0264183673469,228.459772289895,"GP","light","PV8_L"
"2771","PV8",34,"enriched",34.1089387755102,230.869095649955,"GP","light","PV8_L"
"2781","PV8",36,"enriched",36.0350342857143,183.681748223823,"GP","light","PV8_L"
"2791","PV8",37,"enriched",36.9139387755102,101.824111183451,"GP","light","PV8_L"
"2801","PV9",20,"enriched",20.1462346938776,25.336859627634,"GP","light","PV9_L"
"281","PV9",22,"enriched",22.1695204081633,35.9426639451779,"GP","light","PV9_L"
"282","PV9",24,"enriched",24.1935314285715,42.3477720799918,"GP","light","PV9_L"
"2831","PV9",28,"enriched",28.1860612244898,42.1985310717975,"GP","light","PV9_L"
"2841","PV9",30,"enriched",30.0657040816326,51.994446963306,"GP","light","PV9_L"
"2851","PV9",32,"enriched",31.9564387755102,41.2901137531319,"GP","light","PV9_L"
"2861","PV9",34,"enriched",34.0243979591836,44.04234358364,"GP","light","PV9_L"
"2871","PV9",36,"enriched",36.1816734693878,29.0678897720049,"GP","light","PV9_L"
"2881","PV9",37,"enriched",37.0581949404762,8.36663868141924,"GP","light","PV9_L"
