"","individual.ID","temp.Cat","treatment","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID"
"392","PV12",34,"enriched",33.7205416666667,0.762300355393066,"R","dark","PV12_D"
"393","PV14",34,"enriched",33.7150208333333,0.546031387695841,"R","dark","PV14_D"
"394","PV15",34,"enriched",33.5798541666667,0.577390494003131,"R","dark","PV15_D"
"395","PV16",34,"enriched",33.612125,0.477044367610366,"R","dark","PV16_D"
"396","PV26",34,"control",33.7058958333333,0.532881568539644,"R","dark","PV26_D"
"397","PV27",34,"control",33.8284791666667,0.501673069633818,"R","dark","PV27_D"
"398","PV28",34,"control",33.577625,0.569756002468864,"R","dark","PV28_D"
"399","PV31",34,"control",33.72175,0.688871322098677,"R","dark","PV31_D"
"402","PV12",36,"enriched",35.8215471698113,0.775267946763602,"R","dark","PV12_D"
"403","PV14",36,"enriched",35.6842641509434,0.571667460266046,"R","dark","PV14_D"
"404","PV15",36,"enriched",35.8940943396226,0.567647565570852,"R","dark","PV15_D"
"405","PV16",36,"enriched",35.5739811320755,0.453616401098955,"R","dark","PV16_D"
"406","PV26",36,"control",35.8553773584906,0.496725134154838,"R","dark","PV26_D"
"407","PV27",36,"control",36.0577735849057,0.459564862396968,"R","dark","PV27_D"
"408","PV28",36,"control",35.5873962264151,0.590491917798838,"R","dark","PV28_D"
"409","PV31",36,"control",35.7668113207547,0.663337969783277,"R","dark","PV31_D"
"412","PV12",37,"enriched",36.7565714285714,0.64318140387681,"R","dark","PV12_D"
"413","PV14",37,"enriched",36.762693877551,0.491252518893546,"R","dark","PV14_D"
"414","PV15",37,"enriched",36.7555714285714,0.486489762926452,"R","dark","PV15_D"
"415","PV16",37,"enriched",36.8602653061225,0.380419273066418,"R","dark","PV16_D"
"416","PV26",37,"control",36.8496326530612,0.423155706578753,"R","dark","PV26_D"
"417","PV27",37,"control",37.0319795918367,0.406506229749492,"R","dark","PV27_D"
"418","PV28",37,"control",36.5787959183673,0.520243439542983,"R","dark","PV28_D"
"419","PV31",37,"control",36.7991428571429,0.564612483982188,"R","dark","PV31_D"
"422","PV12",38,"enriched",38.0383673469388,0.535795082918233,"R","dark","PV12_D"
"423","PV14",38,"enriched",38.0996875,0.439200762044952,"R","dark","PV14_D"
"424","PV15",38,"enriched",37.9615625,0.399065994619214,"R","dark","PV15_D"
"425","PV16",38,"enriched",38.0651666666667,0.321798833738723,"R","dark","PV16_D"
"426","PV26",38,"control",38.1187551020408,0.36524634736431,"R","dark","PV26_D"
"427","PV27",38,"control",38.1701458333333,0.350139666712957,"R","dark","PV27_D"
"428","PV28",38,"control",37.9162857142857,0.445118961884889,"R","dark","PV28_D"
"429","PV31",38,"control",38.0586041666667,0.438297876646638,"R","dark","PV31_D"
"432","PV11",20,"enriched",20.3807551020408,1.04318059857224,"NP","light","PV11_L"
"433","PV21",20,"control",20.506693877551,0.290909782663358,"NP","light","PV21_L"
"434","PV29",20,"control",20.1648979591837,0.276707773591255,"NP","light","PV29_L"
"435","PV3",20,"enriched",20.4065102040816,0.316303125667269,"NP","light","PV3_L"
"436","PV30",20,"control",20.2087142857143,0.243405321820465,"NP","light","PV30_L"
"437","PV32",20,"control",20.0563469387755,0.222549629438976,"NP","light","PV32_L"
"438","PV6",20,"enriched",20.2723469387755,0.460368399082957,"NP","light","PV6_L"
"439","PV8",20,"enriched",20.2001632653061,0.361597427495896,"NP","light","PV8_L"
"442","PV11",22,"enriched",22.1185306122449,1.38277487006857,"NP","light","PV11_L"
"443","PV21",22,"control",22.1303469387755,0.331423717950796,"NP","light","PV21_L"
"444","PV29",22,"control",22.1939183673469,0.228150223951629,"NP","light","PV29_L"
"445","PV3",22,"enriched",22.1888571428571,0.412711319790878,"NP","light","PV3_L"
"446","PV30",22,"control",22.1740204081633,0.343190082536533,"NP","light","PV30_L"
"447","PV32",22,"control",22.0554489795918,0.25899345809835,"NP","light","PV32_L"
"448","PV6",22,"enriched",22.3161428571429,0.707592698299555,"NP","light","PV6_L"
"449","PV8",22,"enriched",22.3210204081633,0.523481627590935,"NP","light","PV8_L"
"452","PV11",24,"enriched",24.0060816326531,1.65620676393981,"NP","light","PV11_L"
"453","PV21",24,"control",23.9980816326531,0.490699441521457,"NP","light","PV21_L"
"454","PV29",24,"control",24.0382857142857,0.264672441793233,"NP","light","PV29_L"
"455","PV3",24,"enriched",24.0345714285714,0.498038909296926,"NP","light","PV3_L"
"456","PV30",24,"control",24.0187551020408,0.465755391886319,"NP","light","PV30_L"
"457","PV32",24,"control",23.8543469387755,0.325544728010019,"NP","light","PV32_L"
"458","PV6",24,"enriched",24.0328775510204,0.8863483810906,"NP","light","PV6_L"
"459","PV8",24,"enriched",24.1182448979592,0.700349950818428,"NP","light","PV8_L"
"462","PV11",28,"enriched",28.3392040816327,1.65196217638952,"NP","light","PV11_L"
"463","PV21",28,"control",28.2615918367347,0.636406535273742,"NP","light","PV21_L"
"464","PV29",28,"control",28.1310204081633,0.265621203433535,"NP","light","PV29_L"
"465","PV3",28,"enriched",28.3474693877551,0.55887865727768,"NP","light","PV3_L"
"466","PV30",28,"control",28.2978367346939,0.57474956971988,"NP","light","PV30_L"
"467","PV32",28,"control",28.2052244897959,0.420808086568388,"NP","light","PV32_L"
"468","PV6",28,"enriched",28.4565306122449,0.998728135407755,"NP","light","PV6_L"
"469","PV8",28,"enriched",28.5437142857143,0.58726780558564,"NP","light","PV8_L"
"472","PV11",30,"enriched",30.09154,1.48385658862934,"NP","light","PV11_L"
"473","PV21",30,"control",30.0845882352941,0.584740211887763,"NP","light","PV21_L"
"474","PV29",30,"control",30.0386666666667,0.237308219710265,"NP","light","PV29_L"
"475","PV3",30,"enriched",30.0760784313726,0.513325603098674,"NP","light","PV3_L"
"476","PV30",30,"control",30.08814,0.50569734320784,"NP","light","PV30_L"
"477","PV32",30,"control",29.897568627451,0.350118540481781,"NP","light","PV32_L"
"478","PV6",30,"enriched",30.1167450980392,1.00642836138258,"NP","light","PV6_L"
"479","PV8",30,"enriched",30.1508039215686,0.744606569117251,"NP","light","PV8_L"
"482","PV11",32,"enriched",32.0218163265306,1.35864445651844,"NP","light","PV11_L"
"483","PV21",32,"control",32.0327346938776,0.536095887219079,"NP","light","PV21_L"
"484","PV29",32,"control",31.9884897959184,0.19683718523831,"NP","light","PV29_L"
"485","PV3",32,"enriched",31.9849183673469,0.483512908662354,"NP","light","PV3_L"
"486","PV30",32,"control",32.0599591836735,0.456975313195426,"NP","light","PV30_L"
"487","PV32",32,"control",31.8538163265306,0.316627157697881,"NP","light","PV32_L"
"488","PV6",32,"enriched",32.030306122449,0.835506859841395,"NP","light","PV6_L"
"489","PV8",32,"enriched",32.0992857142857,0.659953098663438,"NP","light","PV8_L"
"492","PV11",34,"enriched",34.1729591836735,1.02520728287127,"NP","light","PV11_L"
"493","PV21",34,"control",34.1758571428571,0.296261792665515,"NP","light","PV21_L"
"494","PV29",34,"control",34.1454693877551,0.0464179708739163,"NP","light","PV29_L"
"495","PV3",34,"enriched",34.200387755102,0.363869408883105,"NP","light","PV3_L"
"496","PV30",34,"control",34.1845510204082,0.205615107162858,"NP","light","PV30_L"
"497","PV32",34,"control",33.9099387755102,0.178027646844684,"NP","light","PV32_L"
"498","PV6",34,"enriched",34.215693877551,0.704490326370754,"NP","light","PV6_L"
"499","PV8",34,"enriched",34.2871224489796,0.592571361140465,"NP","light","PV8_L"
"502","PV11",36,"enriched",35.94656,0.799311444885718,"NP","light","PV11_L"
"503","PV21",36,"control",36.08004,-0.0310548718622905,"NP","light","PV21_L"
"504","PV29",36,"control",36.04228,-0.0921173530220965,"NP","light","PV29_L"
"505","PV3",36,"enriched",35.99932,0.165190966523988,"NP","light","PV3_L"
"506","PV30",36,"control",35.9629,-0.0628247950948892,"NP","light","PV30_L"
"507","PV32",36,"control",35.91518,-0.0380596228728484,"NP","light","PV32_L"
"508","PV6",36,"enriched",36.02688,0.375524565521236,"NP","light","PV6_L"
"509","PV8",36,"enriched",36.14864,0.371033191004116,"NP","light","PV8_L"
"512","PV11",37,"enriched",36.8862448979592,0.267681928968272,"NP","light","PV11_L"
"513","PV21",37,"control",36.9739591836735,-0.278436091358439,"NP","light","PV21_L"
"514","PV29",37,"control",36.9343265306122,-0.323810619353263,"NP","light","PV29_L"
"515","PV3",37,"enriched",36.7622857142857,0.0115132632067863,"NP","light","PV3_L"
"516","PV30",37,"control",36.9504693877551,-0.324094549586072,"NP","light","PV30_L"
"517","PV32",37,"control",36.5031020408163,-0.200751470902706,"NP","light","PV32_L"
"518","PV6",37,"enriched",36.9624081632653,0.0113872026414598,"NP","light","PV6_L"
"519","PV8",37,"enriched",37.1542448979592,0.03994152464851,"NP","light","PV8_L"
"522","PV1",20,"enriched",20.143,0.521974800182856,"NP","light","PV1_L"
"523","PV13",20,"enriched",20.3144489795918,0.567754250595095,"NP","light","PV13_L"
"524","PV17",20,"control",20.2912653061224,0.334938611538382,"NP","light","PV17_L"
"525","PV19",20,"control",20.2296530612245,0.361284216424892,"NP","light","PV19_L"
"526","PV2",20,"enriched",20.2281020408163,0.566997567633805,"NP","light","PV2_L"
"527","PV23",20,"control",20.2705918367347,0.211658237168159,"NP","light","PV23_L"
"528","PV25",20,"control",20.2253469387755,0.209271175096941,"NP","light","PV25_L"
"529","PV7",20,"enriched",20.1194693877551,0.641489474216939,"NP","light","PV7_L"
"532","PV1",22,"enriched",22.0640408163265,0.700940139330973,"NP","light","PV1_L"
"533","PV13",22,"enriched",22.2181428571429,0.813896118466153,"NP","light","PV13_L"
"534","PV17",22,"control",22.2725102040816,0.504971361126682,"NP","light","PV17_L"
"535","PV19",22,"control",22.1870612244898,0.485623228259039,"NP","light","PV19_L"
"536","PV2",22,"enriched",22.1582653061224,0.732446978825811,"NP","light","PV2_L"
"537","PV23",22,"control",22.1770204081633,0.375040864868564,"NP","light","PV23_L"
"538","PV25",22,"control",22.0562448979592,0.388896125956868,"NP","light","PV25_L"
"539","PV7",22,"enriched",21.8479183673469,0.834652027926795,"NP","light","PV7_L"
"542","PV1",24,"enriched",24.0332448979592,0.7490786296756,"NP","light","PV1_L"
"543","PV13",24,"enriched",24.2386734693878,0.917175905007771,"NP","light","PV13_L"
"544","PV17",24,"control",24.2278367346939,0.652423913772323,"NP","light","PV17_L"
"545","PV19",24,"control",24.1592244897959,0.608286760009382,"NP","light","PV19_L"
"546","PV2",24,"enriched",24.187306122449,0.827389199825874,"NP","light","PV2_L"
"547","PV23",24,"control",24.1500408163265,0.421977101657369,"NP","light","PV23_L"
"548","PV25",24,"control",24.1966734693878,0.47770440661472,"NP","light","PV25_L"
"549","PV7",24,"enriched",24.0387551020408,0.905610884268954,"NP","light","PV7_L"
"552","PV1",28,"enriched",27.9360625,0.845532473436198,"NP","light","PV1_L"
"553","PV13",28,"enriched",28.1387346938776,1.05002046873819,"NP","light","PV13_L"
"554","PV17",28,"control",28.1240408163265,0.696404633859069,"NP","light","PV17_L"
"555","PV19",28,"control",28.0668775510204,0.784172241802162,"NP","light","PV19_L"
"556","PV2",28,"enriched",28.0461224489796,0.967254273770896,"NP","light","PV2_L"
"557","PV23",28,"control",28.073125,0.540017163684794,"NP","light","PV23_L"
"558","PV25",28,"control",28.0547551020408,0.586800752186093,"NP","light","PV25_L"
"559","PV7",28,"enriched",27.880306122449,0.965213369922133,"NP","light","PV7_L"
"562","PV1",30,"enriched",29.9081632653061,0.809082320456418,"NP","light","PV1_L"
"563","PV13",30,"enriched",30.0080816326531,1.01998024087762,"NP","light","PV13_L"
"564","PV17",30,"control",30.0161020408163,0.648805276193432,"NP","light","PV17_L"
"565","PV19",30,"control",29.9941020408163,0.725817384881876,"NP","light","PV19_L"
"566","PV2",30,"enriched",29.9935918367347,1.01406277838144,"NP","light","PV2_L"
"567","PV23",30,"control",30.0087142857143,0.444795156648283,"NP","light","PV23_L"
"568","PV25",30,"control",29.9960204081633,0.583107925955057,"NP","light","PV25_L"
"569","PV7",30,"enriched",29.829693877551,0.966246003130177,"NP","light","PV7_L"
"572","PV1",32,"enriched",31.8693265306122,0.678971883920306,"NP","light","PV1_L"
"573","PV13",32,"enriched",32.0584285714286,0.913658147090409,"NP","light","PV13_L"
"574","PV17",32,"control",32.0928163265306,0.56393109216651,"NP","light","PV17_L"
"575","PV19",32,"control",32.0420408163265,0.634948984834233,"NP","light","PV19_L"
"576","PV2",32,"enriched",31.9526326530612,0.94319934536346,"NP","light","PV2_L"
"577","PV23",32,"control",31.9784285714286,0.378286844554181,"NP","light","PV23_L"
"578","PV25",32,"control",32.0164081632653,0.497110195856245,"NP","light","PV25_L"
"579","PV7",32,"enriched",31.8847959183673,0.85602945696017,"NP","light","PV7_L"
"582","PV1",34,"enriched",33.9848775510204,0.536460365278398,"NP","light","PV1_L"
"583","PV13",34,"enriched",34.3008775510204,0.773257848068738,"NP","light","PV13_L"
"584","PV17",34,"control",34.2208163265306,0.432133598787058,"NP","light","PV17_L"
"585","PV19",34,"control",34.2190204081633,0.507291008081172,"NP","light","PV19_L"
"586","PV2",34,"enriched",34.1697551020408,0.790054174888188,"NP","light","PV2_L"
"587","PV23",34,"control",34.1631020408163,0.204871245116061,"NP","light","PV23_L"
"588","PV25",34,"control",34.2318163265306,0.365441383694132,"NP","light","PV25_L"
"589","PV7",34,"enriched",34.0370612244898,0.597346176068358,"NP","light","PV7_L"
"592","PV1",36,"enriched",35.7536530612245,0.296377242881031,"NP","light","PV1_L"
"593","PV13",36,"enriched",36.0332448979592,0.487241279871891,"NP","light","PV13_L"
"594","PV17",36,"control",36.0268979591837,0.192661426523754,"NP","light","PV17_L"
"595","PV19",36,"control",35.9962857142857,0.129224334979227,"NP","light","PV19_L"
"596","PV2",36,"enriched",35.8857142857143,0.464748232689455,"NP","light","PV2_L"
"597","PV23",36,"control",35.9330408163265,0.050873354699777,"NP","light","PV23_L"
"598","PV25",36,"control",36.031693877551,0.0708869552248414,"NP","light","PV25_L"
"599","PV7",36,"enriched",35.7597551020408,0.414263950827579,"NP","light","PV7_L"
"602","PV1",37,"enriched",36.5995306122449,0.0792376088738838,"NP","light","PV1_L"
"603","PV13",37,"enriched",36.8524489795918,0.106463013480294,"NP","light","PV13_L"
"604","PV17",37,"control",36.8387346938775,-0.118632964041636,"NP","light","PV17_L"
"605","PV19",37,"control",36.7926530612245,-0.182729887959444,"NP","light","PV19_L"
"606","PV2",37,"enriched",36.7722040816327,0.0629023648273526,"NP","light","PV2_L"
"607","PV23",37,"control",36.7618775510204,-0.20671742659286,"NP","light","PV23_L"
"608","PV25",37,"control",36.8182244897959,-0.257386639702117,"NP","light","PV25_L"
"609","PV7",37,"enriched",36.5903673469388,0.0906372294982963,"NP","light","PV7_L"
"612","PV10",20,"enriched",20.2497142857143,0.729757068521387,"NP","light","PV10_L"
"613","PV18",20,"control",20.3711428571429,0.165113815435268,"NP","light","PV18_L"
"614","PV20",20,"control",20.130387755102,0.379430062616088,"NP","light","PV20_L"
"615","PV22",20,"control",20.300612244898,0.423801785445155,"NP","light","PV22_L"
"616","PV24",20,"control",20.2529183673469,0.386076375431654,"NP","light","PV24_L"
"617","PV4",20,"enriched",20.3405714285714,0.352979477718604,"NP","light","PV4_L"
"618","PV5",20,"enriched",20.3179591836735,0.724747653423818,"NP","light","PV5_L"
"619","PV9",20,"enriched",20.0914285714286,0.378883124585106,"NP","light","PV9_L"
"622","PV10",22,"enriched",22.0837755102041,0.843290553259977,"NP","light","PV10_L"
"623","PV18",22,"control",22.2338571428571,0.358466380275028,"NP","light","PV18_L"
"624","PV20",22,"control",22.198693877551,0.522530725065808,"NP","light","PV20_L"
"625","PV22",22,"control",22.2049387755102,0.52572377021993,"NP","light","PV22_L"
"626","PV24",22,"control",22.1466530612245,0.495698810312836,"NP","light","PV24_L"
"627","PV4",22,"enriched",22.2052244897959,0.79510568426465,"NP","light","PV4_L"
"628","PV5",22,"enriched",22.2627755102041,1.11091603406262,"NP","light","PV5_L"
"629","PV9",22,"enriched",22.2263673469388,0.723232869012422,"NP","light","PV9_L"
"632","PV10",24,"enriched",24.1124285714286,0.819429904817302,"NP","light","PV10_L"
"633","PV18",24,"control",24.2751632653061,0.403420480305757,"NP","light","PV18_L"
"634","PV20",24,"control",24.0522040816327,0.631422628921615,"NP","light","PV20_L"
"635","PV22",24,"control",24.1971836734694,0.558081959027464,"NP","light","PV22_L"
"636","PV24",24,"control",24.1887142857143,0.542757172899451,"NP","light","PV24_L"
"637","PV4",24,"enriched",24.2491836734694,0.802223430627676,"NP","light","PV4_L"
"638","PV5",24,"enriched",24.1824897959184,1.14091340334639,"NP","light","PV5_L"
"639","PV9",24,"enriched",24.0601428571429,0.845139686937149,"NP","light","PV9_L"
"642","PV10",28,"enriched",28.07214,0.783022537002013,"NP","light","PV10_L"
"643","PV18",28,"control",28.13016,0.541241452067205,"NP","light","PV18_L"
"644","PV20",28,"control",27.92272,0.810899076185839,"NP","light","PV20_L"
"645","PV22",28,"control",28.01506,0.746595970014067,"NP","light","PV22_L"
"646","PV24",28,"control",27.9894,0.634428606639928,"NP","light","PV24_L"
"647","PV4",28,"enriched",28.14626,0.996308789673395,"NP","light","PV4_L"
"648","PV5",28,"enriched",28.0282,1.08677980815903,"NP","light","PV5_L"
"649","PV9",28,"enriched",28.0875714285714,0.741060623703574,"NP","light","PV9_L"
"652","PV10",30,"enriched",30.0192448979592,0.813484201601297,"NP","light","PV10_L"
"653","PV18",30,"control",30.16,0.491532717599219,"NP","light","PV18_L"
"654","PV20",30,"control",29.9070204081633,0.605048858215714,"NP","light","PV20_L"
"655","PV22",30,"control",30.0832653061224,0.63224833380993,"NP","light","PV22_L"
"656","PV24",30,"control",30.0785714285714,0.615335518106051,"NP","light","PV24_L"
"657","PV4",30,"enriched",30.1071020408163,0.913431837013263,"NP","light","PV4_L"
"658","PV5",30,"enriched",30.1178775510204,1.01677486142877,"NP","light","PV5_L"
"659","PV9",30,"enriched",30.0725510204082,0.979064766087146,"NP","light","PV9_L"
"662","PV10",32,"enriched",31.8951224489796,0.700486440207212,"NP","light","PV10_L"
"663","PV18",32,"control",32.0074897959184,0.471388378978602,"NP","light","PV18_L"
"664","PV20",32,"control",31.8206326530612,0.560680098679561,"NP","light","PV20_L"
"665","PV22",32,"control",31.9745510204082,0.614163757921531,"NP","light","PV22_L"
"666","PV24",32,"control",31.9676326530612,0.491756522744619,"NP","light","PV24_L"
"667","PV4",32,"enriched",31.9473265306122,0.863122186657621,"NP","light","PV4_L"
"668","PV5",32,"enriched",31.9735918367347,0.981569126357356,"NP","light","PV5_L"
"669","PV9",32,"enriched",31.9387959183673,0.630004315797199,"NP","light","PV9_L"
"672","PV10",34,"enriched",33.8941020408163,0.654884654851317,"NP","light","PV10_L"
"673","PV18",34,"control",34.0230204081633,0.32854069344458,"NP","light","PV18_L"
"674","PV20",34,"control",33.7774285714286,0.481832199007676,"NP","light","PV20_L"
"675","PV22",34,"control",33.9076734693878,0.375982545339826,"NP","light","PV22_L"
"676","PV24",34,"control",33.9510612244898,0.477211640128563,"NP","light","PV24_L"
"677","PV4",34,"enriched",33.9805306122449,0.716299535839656,"NP","light","PV4_L"
"678","PV5",34,"enriched",34.0170612244898,0.765861499611034,"NP","light","PV5_L"
"679","PV9",34,"enriched",33.9465102040816,0.55377808453878,"NP","light","PV9_L"
"682","PV10",36,"enriched",36.0263265306122,0.332818160672153,"NP","light","PV10_L"
"683","PV18",36,"control",36.1488571428571,0.0299755645068174,"NP","light","PV18_L"
"684","PV20",36,"control",35.8797551020408,0.299158350308088,"NP","light","PV20_L"
"685","PV22",36,"control",36.1038571428571,0.0199878806161323,"NP","light","PV22_L"
"686","PV24",36,"control",36.0410204081633,0.189640174745268,"NP","light","PV24_L"
"687","PV4",36,"enriched",36.0839591836735,0.304464218066003,"NP","light","PV4_L"
"688","PV5",36,"enriched",36.1029591836735,0.410354280482094,"NP","light","PV5_L"
"689","PV9",36,"enriched",36.0606734693878,0.260907060721904,"NP","light","PV9_L"
"692","PV10",37,"enriched",36.789625,-0.00786442303955777,"NP","light","PV10_L"
"693","PV18",37,"control",37.09325,-0.238578795834725,"NP","light","PV18_L"
"694","PV20",37,"control",37.0242291666667,-0.284841676602978,"NP","light","PV20_L"
"695","PV22",37,"control",37.1302083333333,-0.237762955639193,"NP","light","PV22_L"
"696","PV24",37,"control",36.9145,-0.211560797893886,"NP","light","PV24_L"
"697","PV4",37,"enriched",37.1425416666667,-0.150057116442248,"NP","light","PV4_L"
"698","PV5",37,"enriched",36.9796875,-0.00349805141647219,"NP","light","PV5_L"
"699","PV9",37,"enriched",37.0881041666667,-0.253402534698368,"NP","light","PV9_L"
"702","PV12",20,"enriched",20.0743469387755,0.789803155769922,"NP","light","PV12_L"
"703","PV14",20,"enriched",20.2384583333333,0.655584685998026,"NP","light","PV14_L"
"704","PV15",20,"enriched",20.2072040816327,0.859023540667283,"NP","light","PV15_L"
"705","PV16",20,"enriched",20.4085102040816,0.538964165373413,"NP","light","PV16_L"
"706","PV26",20,"control",20.2394375,0.289549356119467,"NP","light","PV26_L"
"707","PV27",20,"control",20.1508979591837,0.316263394101733,"NP","light","PV27_L"
"708","PV28",20,"control",20.1925714285714,0.10422524311357,"NP","light","PV28_L"
"709","PV31",20,"control",20.2701666666667,0.262848462480858,"NP","light","PV31_L"
"712","PV12",22,"enriched",21.9527959183673,0.93191080752175,"NP","light","PV12_L"
"713","PV14",22,"enriched",22.3929387755102,0.739326402364225,"NP","light","PV14_L"
"714","PV15",22,"enriched",22.4308163265306,0.984927043781426,"NP","light","PV15_L"
"715","PV16",22,"enriched",22.4978979591837,0.733095904887309,"NP","light","PV16_L"
"716","PV26",22,"control",22.1070204081633,0.409250492499841,"NP","light","PV26_L"
"717","PV27",22,"control",22.1774081632653,0.425581762597951,"NP","light","PV27_L"
"718","PV28",22,"control",21.9619591836735,0.11919540793683,"NP","light","PV28_L"
"719","PV31",22,"control",22.2604693877551,0.39193903696004,"NP","light","PV31_L"
"722","PV12",24,"enriched",23.8697959183673,0.998580175207411,"NP","light","PV12_L"
"723","PV14",24,"enriched",24.041387755102,0.90757532659322,"NP","light","PV14_L"
"724","PV15",24,"enriched",23.9843673469388,1.08192523276368,"NP","light","PV15_L"
"725","PV16",24,"enriched",24.1047959183673,0.785049261562161,"NP","light","PV16_L"
"726","PV26",24,"control",24.0220408163265,0.519210685998732,"NP","light","PV26_L"
"727","PV27",24,"control",23.8548979591837,0.523751289742154,"NP","light","PV27_L"
"728","PV28",24,"control",24.0012653061224,0.157855684570888,"NP","light","PV28_L"
"729","PV31",24,"control",24.0841836734694,0.486683537895819,"NP","light","PV31_L"
"732","PV12",28,"enriched",27.8707551020408,1.00992964086321,"NP","light","PV12_L"
"733","PV14",28,"enriched",27.9868163265306,0.969479598442802,"NP","light","PV14_L"
"734","PV15",28,"enriched",27.9503469387755,1.11308003324,"NP","light","PV15_L"
"735","PV16",28,"enriched",28.032693877551,0.869986974400916,"NP","light","PV16_L"
"736","PV26",28,"control",27.8801632653061,0.698354064907281,"NP","light","PV26_L"
"737","PV27",28,"control",27.843693877551,0.632005503394516,"NP","light","PV27_L"
"738","PV28",28,"control",27.8751632653061,0.318300036375644,"NP","light","PV28_L"
"739","PV31",28,"control",27.9587551020408,0.613047855365183,"NP","light","PV31_L"
"742","PV12",30,"enriched",29.913387755102,1.00379397293163,"NP","light","PV12_L"
"743","PV14",30,"enriched",30.0665510204082,1.05591316826645,"NP","light","PV14_L"
"744","PV15",30,"enriched",30.074,1.04365241568448,"NP","light","PV15_L"
"745","PV16",30,"enriched",30.1189183673469,0.889649633814943,"NP","light","PV16_L"
"746","PV26",30,"control",30.0164285714286,0.649816383444417,"NP","light","PV26_L"
"747","PV27",30,"control",29.9192040816327,0.569480768692714,"NP","light","PV27_L"
"748","PV28",30,"control",30.0111836734694,0.269892989341742,"NP","light","PV28_L"
"749","PV31",30,"control",30.1258163265306,0.587163291215125,"NP","light","PV31_L"
"752","PV12",32,"enriched",31.857612244898,0.901433367759787,"NP","light","PV12_L"
"753","PV14",32,"enriched",32.1897959183673,0.953772788618043,"NP","light","PV14_L"
"754","PV15",32,"enriched",32.1170816326531,0.914447950092507,"NP","light","PV15_L"
"755","PV16",32,"enriched",32.3518775510204,0.637496995178799,"NP","light","PV16_L"
"756","PV26",32,"control",32.1817755102041,0.545907451324076,"NP","light","PV26_L"
"757","PV27",32,"control",32.0349183673469,0.533468059856398,"NP","light","PV27_L"
"758","PV28",32,"control",32.0731836734694,0.228842732981526,"NP","light","PV28_L"
"759","PV31",32,"control",32.2231020408163,0.546881264103556,"NP","light","PV31_L"
"762","PV12",34,"enriched",33.8214897959184,0.784045017900046,"NP","light","PV12_L"
"763","PV14",34,"enriched",34.0067142857143,0.742920163297856,"NP","light","PV14_L"
"764","PV15",34,"enriched",33.9818367346939,0.798974975561331,"NP","light","PV15_L"
"765","PV16",34,"enriched",34.0831836734694,0.518694440614982,"NP","light","PV16_L"
"766","PV26",34,"control",33.9845918367347,0.376071952016711,"NP","light","PV26_L"
"767","PV27",34,"control",33.841693877551,0.313073439797405,"NP","light","PV27_L"
"768","PV28",34,"control",33.9951224489796,0.0819352323020582,"NP","light","PV28_L"
"769","PV31",34,"control",34.0187959183673,0.381086757729081,"NP","light","PV31_L"
"772","PV12",36,"enriched",35.6529795918367,0.521907115291607,"NP","light","PV12_L"
